image_path,original_class,unified_label,unified_class,source,azh_split
data/AZH/train/venous/6_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/pressure/7_1.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/pressure/necrotic-pressure-ulcer-0005.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/no wound/46.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/pressure/88_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/pressure/71_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/52_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/109_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/venous/sloughy-leg-ulcer-0101.jpg,venous,3,venous,Medetec,train
data/AZH/train/BG/67.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/22_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-2-11.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/64_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/undermining0018.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/diabetic/137_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/healing-pressure-ulcer-0018.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/diabetic/57_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/surgical/77_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/pressure/69_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/pressure/healing-pressure-ulcer-0027.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/97_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-3-5.jpg,venous,3,venous,Medetec,train
data/Medetec/pressure/pressure-ulcer-on-foot-0042.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/94_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/undermining0012.jpg,pressure,1,pressure,Medetec,train
data/Medetec/toes/toes-0042.jpg,toes,0,diabetic,Medetec,train
data/Medetec/toes/toes-0005.jpg,toes,0,diabetic,Medetec,train
data/Medetec/venous/leg-ulcers-0069.jpg,venous,3,venous,Medetec,train
data/AZH/train/pressure/98_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/no wound/6.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/50_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/superficial-pressure-ulcer0021.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/superficial-pressure-ulcer0020.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/36_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/BG/54.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0001.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/60_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/110_2.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/surgical/125_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/no wound/45.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/78_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/pressure/10_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/pressure/undermining0015.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/undermining0005.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/137_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/BG/40.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/venous/sloughy-leg-ulcer-0109.jpg,venous,3,venous,Medetec,train
data/Medetec/venous/leg-ulcers-0060.jpg,venous,3,venous,Medetec,train
data/Medetec/toes/toes-0015.jpg,toes,0,diabetic,Medetec,train
data/Medetec/pressure/sloughy-pressure-ulcer-0025.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/16_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/surgical/107_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/diabetic/15_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/pressure/11_1.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/diabetic/44_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-2-3.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/44_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/diabetic/116_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/pressure/66_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/97_2.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/BG/21.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/pressure/superficial-pressure-ulcer0010.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/diabetic/100_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/venous/22_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/sloughy-presure-ulcer-0020.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcers-0032.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/79_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/venous/114_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/4_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/76_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/no wound/5.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/no wound/57.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/pressure/sloughy-pressure-ulcer-0010.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/118_3.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/132_1.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/surgical/15_1.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0032.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/venous/122_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/152_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/139_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/sloughy-pressure-ulcer-0037.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/pressure/20_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/surgical/20_1.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/no wound/39.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/30_1.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-neck-0002.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/28_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-foot-0009.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/diabetic/49_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/venous/90_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-2-4.jpg,diabetic,0,diabetic,Medetec,train
data/Medetec/toes/toes-0007.jpg,toes,0,diabetic,Medetec,train
data/AZH/train/venous/144_2.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/5_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/132_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/9_2.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/diabetic/113_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/surgical/62_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-foot-0016.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/60_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0043.jpg,venous,3,venous,Medetec,train
data/AZH/train/diabetic/67_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/BG/6.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/8_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/pressure/27_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/20_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/pressure/54_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/pressure/76_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/123_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0079.jpg,venous,3,venous,Medetec,train
data/AZH/train/diabetic/7_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/healing-presure-ulcer-0026.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/70_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/diabetic/125_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/pressure/48_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0044.jpg,venous,3,venous,Medetec,train
data/AZH/train/pressure/30_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/pressure/84_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/diabetic/28_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/sloughy-pressure-ulcer-0009.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcer-case-2.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/39_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/46_3.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/sloughy-pressure-ulcer-0014.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcers-0047.jpg,venous,3,venous,Medetec,train
data/AZH/train/diabetic/136_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/no wound/38.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/146_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/147_1.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/surgical/108_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/pressure/95_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-2-4.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/5_1.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/superficial-pressure-ulcer0009.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/69_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/venous/29_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0005.jpg,venous,3,venous,Medetec,train
data/AZH/train/diabetic/29_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/diabetic/51_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/diabetic/3_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/BG/52.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/BG/5.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0068.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/23_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/140_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/118_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/healing-presure-ulcer-0008.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/ischaemic-leg-ulcer-with-tendon-visible-1.jpg,venous,3,venous,Medetec,train
data/Medetec/pressure/necrotic-pressure-ulcer-0007.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/pressure-ulcer-on-foot-0031.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/103_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/no wound/17.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0089.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/1_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/81_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/venous/136_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/pressure/40_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0010.jpg,venous,3,venous,Medetec,train
data/Medetec/pressure/healing-pressure-ulcer-0007.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/sloughy-pressure-ulcer-0008.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/case-1-4-dressed-with-compression-bandage.jpg,venous,3,venous,Medetec,train
data/AZH/train/BG/37.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0111.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/34_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/134_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/venous/44_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/pressure/23_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/diabetic/13_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/superficial-pressure-ulcer0003.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcers-0014.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/23_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/pressure/22_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/diabetic/107_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0071.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/18_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/BG/20.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/pressure/44_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/126_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-2-14.jpg,venous,3,venous,Medetec,train
data/AZH/train/no wound/56.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/110_3.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0028.jpg,diabetic,0,diabetic,Medetec,train
data/Medetec/pressure/sloughy-pressure-ulcer-0028.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/undermining0004.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/80_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/necrotic-pressure-ulcer-0011.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcers-0034.jpg,venous,3,venous,Medetec,train
data/AZH/train/no wound/54.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/pressure/necrotic-pressure-ulcer-0009.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/diabetic/47_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/BG/28.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/59_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/sloughy-pressure-ulcer-0012.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/sloughy-pressure-ulcer-0026.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcer-with-skin-reaction-to-topical-therapy.jpg,venous,3,venous,Medetec,train
data/AZH/train/pressure/55_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/pressure/sloughy-pressure-ulcer-0024.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/46_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/surgical/52_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/pressure/52_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/pressure/7_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/122_3.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/BG/55.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/129_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0058.jpg,venous,3,venous,Medetec,train
data/Medetec/pressure/treating--pressure-ulcers0007.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/pressure-ulcer-on-foot-0019.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/no wound/68.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/pressure/16_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/pressure/superficial-pressure-ulcer0019.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/diabetic/21_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/superficial-pressure-ulcer0024.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcers-0112.jpg,venous,3,venous,Medetec,train
data/Medetec/venous/leg-ulcer-case-2-7.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/75_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/surgical/122_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-with-punched-out-apperance.jpg,venous,3,venous,Medetec,train
data/AZH/train/no wound/16.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/pressure/undermining0020.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcers-0017.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/60_1.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0062.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/40_6.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0018.jpg,venous,3,venous,Medetec,train
data/AZH/train/BG/64.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/150_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/toes/toes-0036.jpg,toes,0,diabetic,Medetec,train
data/Medetec/venous/leg-ulcers-0056.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/40_3.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/treating--pressure-ulcers0014.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/diabetic/72_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/diabetic/46_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/no wound/60.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-foot-0008.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/84_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/venous/122_2.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/sloughy-pressure-ulcer-0018.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/sloughy-pressure-ulcer-0013.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/pressure-ulcer-on-foot-0041.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/BG/60.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0081.jpg,venous,3,venous,Medetec,train
data/AZH/train/BG/25.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/surgical/102_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/pressure/68_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0038.jpg,venous,3,venous,Medetec,train
data/AZH/train/pressure/85_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/diabetic/43_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/venous/64_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/toes/toes-00431.jpg,toes,0,diabetic,Medetec,train
data/AZH/train/venous/122_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/79_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/venous/57_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/surgical/37_1.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-2-8.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/118_2.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0009.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/surgical/30_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/no wound/63.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/pressure/healing-pressure-ulcer-0023.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/necrotic-pressure-ulcer-0021.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/117_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/diabetic/88_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/superficial-pressure-ulcer0013.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/healing-pressure-ulcer-0028.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcers-0065.jpg,venous,3,venous,Medetec,train
data/AZH/train/no wound/65.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/133_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/surgical/45_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0076.jpg,venous,3,venous,Medetec,train
data/AZH/train/BG/38.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0026.jpg,venous,3,venous,Medetec,train
data/AZH/train/diabetic/60_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/treating--pressure-ulcers0005.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/144_4.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/139_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/surgical/82_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/BG/2.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/95_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/diabetic/135_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-2-10.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/123_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0030.jpg,diabetic,0,diabetic,Medetec,train
data/Medetec/diabetic/foot-ulcer-0003.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/no wound/49.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/14_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/BG/24.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/31_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/pressure/91_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/127_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/41_2.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/115_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/BG/56.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/surgical/23_1.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/diabetic/97_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-2-12.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/40_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/healing-pressure-ulcer-0013.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/50_1.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/venous/149_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/no wound/28.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/surgical/48_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/no wound/73.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/40_4.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-foot-0050.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/pressure/17_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/no wound/10.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/pressure/superficial-pressure-ulcer0005.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/BG/75.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0022.jpg,venous,3,venous,Medetec,train
data/AZH/train/diabetic/55_1.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/healing-pressure-ulcer-0029.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/pressure-ulcer-on-foot-0018.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/diabetic/20_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/venous/96_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/surgical/126_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/BG/11.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/no wound/1.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0007.jpg,diabetic,0,diabetic,Medetec,train
data/Medetec/venous/healingn-leg-ulcers-0114.jpg,venous,3,venous,Medetec,train
data/Medetec/venous/leg-ulcers-0064.jpg,venous,3,venous,Medetec,train
data/AZH/train/BG/43.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/BG/45.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/toes/toes-0014.jpg,toes,0,diabetic,Medetec,train
data/AZH/train/venous/87_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/65_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/144_3.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-3-1.jpg,venous,3,venous,Medetec,train
data/Medetec/pressure/pressure-ulcer-on-foot-0027.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/89_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/superficial-pressure-ulcer0017.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcers-0011.jpg,venous,3,venous,Medetec,train
data/AZH/train/diabetic/10_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0041.jpg,venous,3,venous,Medetec,train
data/Medetec/pressure/necrotic-pressure-ulcer-0019.jpg,pressure,1,pressure,Medetec,train
