sample_id,split,image_path,mask_path,has_obj,x1,y1,x2,y2
fus_00000258,train,data/FUSeg/train/images/0425.png,data/FUSeg/train/labels/0425.png,1,346,81,488,368
fus_00000259,train,data/FUSeg/train/images/0426.png,data/FUSeg/train/labels/0426.png,1,128,152,278,362
fus_00000260,train,data/FUSeg/train/images/0427.png,data/FUSeg/train/labels/0427.png,1,208,198,251,256
fus_00000261,train,data/FUSeg/train/images/0428.png,data/FUSeg/train/labels/0428.png,1,212,97,405,303
fus_00000262,train,data/FUSeg/train/images/0431.png,data/FUSeg/train/labels/0431.png,1,150,180,196,211
fus_00000263,train,data/FUSeg/train/images/0432.png,data/FUSeg/train/labels/0432.png,1,141,171,282,273
fus_00000264,train,data/FUSeg/train/images/0433.png,data/FUSeg/train/labels/0433.png,1,173,238,204,264
fus_00000265,train,data/FUSeg/train/images/0435.png,data/FUSeg/train/labels/0435.png,1,204,79,298,142
fus_00000266,train,data/FUSeg/train/images/0436.png,data/FUSeg/train/labels/0436.png,1,135,205,218,299
fus_00000267,train,data/FUSeg/train/images/0440.png,data/FUSeg/train/labels/0440.png,1,203,226,225,266
fus_00000268,train,data/FUSeg/train/images/0442.png,data/FUSeg/train/labels/0442.png,1,125,147,200,276
fus_00000269,train,data/FUSeg/train/images/0443.png,data/FUSeg/train/labels/0443.png,1,181,193,229,236
fus_00000270,train,data/FUSeg/train/images/0444.png,data/FUSeg/train/labels/0444.png,1,208,211,236,240
fus_00000271,train,data/FUSeg/train/images/0445.png,data/FUSeg/train/labels/0445.png,1,223,165,253,190
fus_00000272,train,data/FUSeg/train/images/0446.png,data/FUSeg/train/labels/0446.png,1,175,299,212,363
fus_00000273,train,data/FUSeg/train/images/0448.png,data/FUSeg/train/labels/0448.png,1,117,0,243,287
fus_00000274,train,data/FUSeg/train/images/0449.png,data/FUSeg/train/labels/0449.png,1,190,276,216,321
fus_00000275,train,data/FUSeg/train/images/0452.png,data/FUSeg/train/labels/0452.png,1,252,234,279,258
fus_00000276,train,data/FUSeg/train/images/0453.png,data/FUSeg/train/labels/0453.png,1,253,116,328,149
fus_00000277,train,data/FUSeg/train/images/0454.png,data/FUSeg/train/labels/0454.png,1,113,240,184,375
fus_00000278,train,data/FUSeg/train/images/0457.png,data/FUSeg/train/labels/0457.png,0,0,0,0,0
fus_00000279,train,data/FUSeg/train/images/0458.png,data/FUSeg/train/labels/0458.png,1,173,252,217,277
fus_00000280,train,data/FUSeg/train/images/0459.png,data/FUSeg/train/labels/0459.png,1,48,195,245,279
fus_00000281,train,data/FUSeg/train/images/0461.png,data/FUSeg/train/labels/0461.png,1,129,227,168,278
fus_00000282,train,data/FUSeg/train/images/0462.png,data/FUSeg/train/labels/0462.png,1,156,234,201,267
fus_00000283,train,data/FUSeg/train/images/0465.png,data/FUSeg/train/labels/0465.png,1,165,196,219,325
fus_00000284,train,data/FUSeg/train/images/0468.png,data/FUSeg/train/labels/0468.png,1,142,189,164,210
fus_00000285,train,data/FUSeg/train/images/0469.png,data/FUSeg/train/labels/0469.png,1,268,177,309,213
fus_00000286,train,data/FUSeg/train/images/0471.png,data/FUSeg/train/labels/0471.png,1,118,135,150,182
fus_00000287,train,data/FUSeg/train/images/0472.png,data/FUSeg/train/labels/0472.png,1,146,228,261,298
fus_00000288,train,data/FUSeg/train/images/0473.png,data/FUSeg/train/labels/0473.png,1,171,102,187,120
fus_00000289,train,data/FUSeg/train/images/0476.png,data/FUSeg/train/labels/0476.png,1,183,274,259,338
fus_00000290,train,data/FUSeg/train/images/0477.png,data/FUSeg/train/labels/0477.png,1,253,239,278,267
fus_00000291,train,data/FUSeg/train/images/0479.png,data/FUSeg/train/labels/0479.png,1,135,238,163,267
fus_00000292,train,data/FUSeg/train/images/0480.png,data/FUSeg/train/labels/0480.png,1,136,269,162,297
fus_00000293,train,data/FUSeg/train/images/0481.png,data/FUSeg/train/labels/0481.png,1,160,297,192,350
fus_00000294,train,data/FUSeg/train/images/0482.png,data/FUSeg/train/labels/0482.png,1,200,222,227,261
fus_00000295,train,data/FUSeg/train/images/0489.png,data/FUSeg/train/labels/0489.png,1,252,98,408,295
fus_00000296,train,data/FUSeg/train/images/0490.png,data/FUSeg/train/labels/0490.png,1,317,165,374,218
fus_00000297,train,data/FUSeg/train/images/0491.png,data/FUSeg/train/labels/0491.png,1,214,130,255,178
fus_00000298,train,data/FUSeg/train/images/0493.png,data/FUSeg/train/labels/0493.png,1,89,120,254,333
fus_00000299,train,data/FUSeg/train/images/0495.png,data/FUSeg/train/labels/0495.png,1,154,73,301,267
fus_00000300,train,data/FUSeg/train/images/0497.png,data/FUSeg/train/labels/0497.png,1,177,262,204,307
fus_00000301,train,data/FUSeg/train/images/0498.png,data/FUSeg/train/labels/0498.png,1,172,216,242,258
fus_00000302,train,data/FUSeg/train/images/0499.png,data/FUSeg/train/labels/0499.png,1,179,221,208,246
fus_00000303,train,data/FUSeg/train/images/0500.png,data/FUSeg/train/labels/0500.png,1,79,240,317,336
fus_00000304,train,data/FUSeg/train/images/0501.png,data/FUSeg/train/labels/0501.png,1,94,267,280,316
fus_00000305,train,data/FUSeg/train/images/0502.png,data/FUSeg/train/labels/0502.png,0,0,0,0,0
fus_00000306,train,data/FUSeg/train/images/0505.png,data/FUSeg/train/labels/0505.png,1,43,325,184,430
fus_00000307,train,data/FUSeg/train/images/0506.png,data/FUSeg/train/labels/0506.png,1,60,196,298,354
fus_00000308,train,data/FUSeg/train/images/0508.png,data/FUSeg/train/labels/0508.png,1,162,221,216,277
fus_00000309,train,data/FUSeg/train/images/0509.png,data/FUSeg/train/labels/0509.png,1,142,218,229,248
fus_00000310,train,data/FUSeg/train/images/0512.png,data/FUSeg/train/labels/0512.png,1,48,175,284,303
fus_00000311,train,data/FUSeg/train/images/0514.png,data/FUSeg/train/labels/0514.png,1,141,198,184,229
fus_00000312,train,data/FUSeg/train/images/0515.png,data/FUSeg/train/labels/0515.png,1,135,219,153,240
fus_00000313,train,data/FUSeg/train/images/0518.png,data/FUSeg/train/labels/0518.png,1,116,108,382,329
fus_00000314,train,data/FUSeg/train/images/0519.png,data/FUSeg/train/labels/0519.png,1,177,209,210,250
fus_00000315,train,data/FUSeg/train/images/0520.png,data/FUSeg/train/labels/0520.png,1,143,165,244,305
fus_00000316,train,data/FUSeg/train/images/0521.png,data/FUSeg/train/labels/0521.png,1,150,100,182,395
fus_00000317,train,data/FUSeg/train/images/0522.png,data/FUSeg/train/labels/0522.png,1,169,237,212,280
fus_00000318,train,data/FUSeg/train/images/0523.png,data/FUSeg/train/labels/0523.png,1,0,373,148,461
fus_00000319,train,data/FUSeg/train/images/0524.png,data/FUSeg/train/labels/0524.png,1,170,262,206,290
fus_00000320,train,data/FUSeg/train/images/0526.png,data/FUSeg/train/labels/0526.png,1,163,235,196,260
fus_00000321,train,data/FUSeg/train/images/0527.png,data/FUSeg/train/labels/0527.png,1,174,213,205,238
fus_00000322,train,data/FUSeg/train/images/0529.png,data/FUSeg/train/labels/0529.png,1,190,147,236,200
fus_00000323,train,data/FUSeg/train/images/0530.png,data/FUSeg/train/labels/0530.png,1,108,172,216,290
fus_00000324,train,data/FUSeg/train/images/0531.png,data/FUSeg/train/labels/0531.png,1,183,227,219,260
fus_00000325,train,data/FUSeg/train/images/0532.png,data/FUSeg/train/labels/0532.png,1,279,17,398,294
fus_00000326,train,data/FUSeg/train/images/0534.png,data/FUSeg/train/labels/0534.png,1,129,232,196,368
fus_00000327,train,data/FUSeg/train/images/0535.png,data/FUSeg/train/labels/0535.png,1,144,299,230,357
fus_00000328,train,data/FUSeg/train/images/0536.png,data/FUSeg/train/labels/0536.png,1,135,161,244,296
fus_00000329,train,data/FUSeg/train/images/0538.png,data/FUSeg/train/labels/0538.png,1,92,87,327,313
fus_00000330,train,data/FUSeg/train/images/0539.png,data/FUSeg/train/labels/0539.png,1,180,231,290,328
fus_00000331,train,data/FUSeg/train/images/0542.png,data/FUSeg/train/labels/0542.png,1,144,197,268,254
fus_00000332,train,data/FUSeg/train/images/0544.png,data/FUSeg/train/labels/0544.png,1,359,207,402,237
fus_00000333,train,data/FUSeg/train/images/0546.png,data/FUSeg/train/labels/0546.png,1,116,173,150,209
fus_00000334,train,data/FUSeg/train/images/0547.png,data/FUSeg/train/labels/0547.png,1,161,239,205,273
fus_00000335,train,data/FUSeg/train/images/0550.png,data/FUSeg/train/labels/0550.png,1,191,259,236,304
fus_00000336,train,data/FUSeg/train/images/0552.png,data/FUSeg/train/labels/0552.png,1,135,231,177,287
fus_00000337,train,data/FUSeg/train/images/0553.png,data/FUSeg/train/labels/0553.png,1,183,279,206,302
fus_00000338,train,data/FUSeg/train/images/0554.png,data/FUSeg/train/labels/0554.png,1,136,170,224,297
fus_00000339,train,data/FUSeg/train/images/0555.png,data/FUSeg/train/labels/0555.png,1,129,90,267,229
fus_00000340,train,data/FUSeg/train/images/0556.png,data/FUSeg/train/labels/0556.png,1,126,162,164,197
fus_00000341,train,data/FUSeg/train/images/0558.png,data/FUSeg/train/labels/0558.png,1,134,240,170,288
fus_00000342,train,data/FUSeg/train/images/0561.png,data/FUSeg/train/labels/0561.png,1,202,307,260,394
fus_00000343,train,data/FUSeg/train/images/0562.png,data/FUSeg/train/labels/0562.png,1,185,240,250,278
fus_00000344,train,data/FUSeg/train/images/0563.png,data/FUSeg/train/labels/0563.png,1,256,207,282,229
fus_00000345,train,data/FUSeg/train/images/0564.png,data/FUSeg/train/labels/0564.png,0,0,0,0,0
fus_00000346,train,data/FUSeg/train/images/0567.png,data/FUSeg/train/labels/0567.png,1,169,221,223,278
fus_00000347,train,data/FUSeg/train/images/0568.png,data/FUSeg/train/labels/0568.png,1,174,240,225,306
fus_00000348,train,data/FUSeg/train/images/0569.png,data/FUSeg/train/labels/0569.png,1,68,166,289,272
fus_00000349,train,data/FUSeg/train/images/0570.png,data/FUSeg/train/labels/0570.png,1,113,0,382,340
fus_00000350,train,data/FUSeg/train/images/0572.png,data/FUSeg/train/labels/0572.png,1,155,68,259,271
fus_00000351,train,data/FUSeg/train/images/0573.png,data/FUSeg/train/labels/0573.png,1,201,252,466,309
fus_00000352,train,data/FUSeg/train/images/0574.png,data/FUSeg/train/labels/0574.png,1,126,144,282,304
fus_00000353,train,data/FUSeg/train/images/0575.png,data/FUSeg/train/labels/0575.png,1,99,276,177,318
fus_00000354,train,data/FUSeg/train/images/0576.png,data/FUSeg/train/labels/0576.png,1,100,249,181,285
fus_00000355,train,data/FUSeg/train/images/0579.png,data/FUSeg/train/labels/0579.png,1,191,185,234,219
fus_00000356,train,data/FUSeg/train/images/0581.png,data/FUSeg/train/labels/0581.png,1,168,184,229,268
fus_00000357,train,data/FUSeg/train/images/0583.png,data/FUSeg/train/labels/0583.png,1,169,209,225,242
fus_00000358,train,data/FUSeg/train/images/0584.png,data/FUSeg/train/labels/0584.png,1,162,189,250,344
fus_00000359,train,data/FUSeg/train/images/0586.png,data/FUSeg/train/labels/0586.png,1,171,200,242,270
fus_00000360,train,data/FUSeg/train/images/0587.png,data/FUSeg/train/labels/0587.png,1,276,130,414,339
fus_00000361,train,data/FUSeg/train/images/0589.png,data/FUSeg/train/labels/0589.png,1,90,156,202,306
fus_00000362,train,data/FUSeg/train/images/0590.png,data/FUSeg/train/labels/0590.png,1,217,210,264,250
fus_00000363,train,data/FUSeg/train/images/0594.png,data/FUSeg/train/labels/0594.png,1,149,203,242,294
fus_00000364,train,data/FUSeg/train/images/0595.png,data/FUSeg/train/labels/0595.png,1,132,65,218,152
fus_00000365,train,data/FUSeg/train/images/0597.png,data/FUSeg/train/labels/0597.png,1,160,183,198,208
fus_00000366,train,data/FUSeg/train/images/0598.png,data/FUSeg/train/labels/0598.png,1,101,279,162,318
fus_00000367,train,data/FUSeg/train/images/0599.png,data/FUSeg/train/labels/0599.png,1,158,262,198,307
fus_00000368,train,data/FUSeg/train/images/0600.png,data/FUSeg/train/labels/0600.png,0,0,0,0,0
fus_00000369,train,data/FUSeg/train/images/0601.png,data/FUSeg/train/labels/0601.png,1,117,147,207,196
fus_00000370,train,data/FUSeg/train/images/0605.png,data/FUSeg/train/labels/0605.png,1,111,160,190,260
fus_00000371,train,data/FUSeg/train/images/0606.png,data/FUSeg/train/labels/0606.png,1,210,122,261,177
fus_00000372,train,data/FUSeg/train/images/0608.png,data/FUSeg/train/labels/0608.png,1,126,155,214,249
fus_00000373,train,data/FUSeg/train/images/0609.png,data/FUSeg/train/labels/0609.png,1,173,252,193,274
fus_00000374,train,data/FUSeg/train/images/0610.png,data/FUSeg/train/labels/0610.png,1,191,110,259,188
fus_00000375,train,data/FUSeg/train/images/0611.png,data/FUSeg/train/labels/0611.png,1,153,202,262,285
fus_00000376,train,data/FUSeg/train/images/0614.png,data/FUSeg/train/labels/0614.png,1,332,25,496,336
fus_00000377,train,data/FUSeg/train/images/0617.png,data/FUSeg/train/labels/0617.png,1,163,197,256,258
fus_00000378,train,data/FUSeg/train/images/0618.png,data/FUSeg/train/labels/0618.png,1,144,235,250,313
fus_00000379,train,data/FUSeg/train/images/0619.png,data/FUSeg/train/labels/0619.png,1,130,158,148,186
fus_00000380,train,data/FUSeg/train/images/0620.png,data/FUSeg/train/labels/0620.png,1,211,179,230,195
fus_00000381,train,data/FUSeg/train/images/0621.png,data/FUSeg/train/labels/0621.png,1,192,227,206,245
fus_00000382,train,data/FUSeg/train/images/0622.png,data/FUSeg/train/labels/0622.png,1,212,268,257,291
fus_00000383,train,data/FUSeg/train/images/0623.png,data/FUSeg/train/labels/0623.png,1,199,205,242,250
fus_00000384,train,data/FUSeg/train/images/0624.png,data/FUSeg/train/labels/0624.png,1,126,219,176,271
fus_00000385,train,data/FUSeg/train/images/0625.png,data/FUSeg/train/labels/0625.png,1,319,209,365,282
fus_00000386,train,data/FUSeg/train/images/0628.png,data/FUSeg/train/labels/0628.png,1,154,253,167,262
fus_00000387,train,data/FUSeg/train/images/0629.png,data/FUSeg/train/labels/0629.png,1,140,158,248,304
fus_00000388,train,data/FUSeg/train/images/0631.png,data/FUSeg/train/labels/0631.png,1,128,167,180,255
fus_00000389,train,data/FUSeg/train/images/0632.png,data/FUSeg/train/labels/0632.png,1,162,257,217,282
fus_00000390,train,data/FUSeg/train/images/0633.png,data/FUSeg/train/labels/0633.png,1,152,261,244,328
fus_00000391,train,data/FUSeg/train/images/0634.png,data/FUSeg/train/labels/0634.png,1,156,221,193,252
fus_00000392,train,data/FUSeg/train/images/0636.png,data/FUSeg/train/labels/0636.png,1,137,237,247,314
fus_00000393,train,data/FUSeg/train/images/0637.png,data/FUSeg/train/labels/0637.png,1,196,190,243,253
fus_00000394,train,data/FUSeg/train/images/0639.png,data/FUSeg/train/labels/0639.png,1,149,244,210,274
fus_00000395,train,data/FUSeg/train/images/0640.png,data/FUSeg/train/labels/0640.png,1,192,152,210,180
fus_00000396,train,data/FUSeg/train/images/0641.png,data/FUSeg/train/labels/0641.png,1,148,229,178,265
fus_00000397,train,data/FUSeg/train/images/0646.png,data/FUSeg/train/labels/0646.png,1,124,216,261,298
fus_00000398,train,data/FUSeg/train/images/0648.png,data/FUSeg/train/labels/0648.png,1,253,164,325,190
fus_00000399,train,data/FUSeg/train/images/0649.png,data/FUSeg/train/labels/0649.png,1,172,209,212,248
fus_00000400,train,data/FUSeg/train/images/0650.png,data/FUSeg/train/labels/0650.png,1,219,312,257,368
fus_00000401,train,data/FUSeg/train/images/0654.png,data/FUSeg/train/labels/0654.png,1,226,219,272,261
fus_00000402,train,data/FUSeg/train/images/0656.png,data/FUSeg/train/labels/0656.png,1,165,164,238,214
fus_00000403,train,data/FUSeg/train/images/0659.png,data/FUSeg/train/labels/0659.png,1,151,234,211,284
fus_00000404,train,data/FUSeg/train/images/0660.png,data/FUSeg/train/labels/0660.png,1,137,208,172,242
fus_00000405,train,data/FUSeg/train/images/0661.png,data/FUSeg/train/labels/0661.png,1,148,161,247,333
fus_00000406,train,data/FUSeg/train/images/0662.png,data/FUSeg/train/labels/0662.png,1,148,168,182,217
fus_00000407,train,data/FUSeg/train/images/0663.png,data/FUSeg/train/labels/0663.png,1,196,153,344,261
fus_00000408,train,data/FUSeg/train/images/0664.png,data/FUSeg/train/labels/0664.png,1,84,210,267,258
fus_00000409,train,data/FUSeg/train/images/0665.png,data/FUSeg/train/labels/0665.png,1,160,241,210,306
fus_00000410,train,data/FUSeg/train/images/0666.png,data/FUSeg/train/labels/0666.png,1,98,153,145,270
fus_00000411,train,data/FUSeg/train/images/0667.png,data/FUSeg/train/labels/0667.png,1,209,242,229,264
fus_00000412,train,data/FUSeg/train/images/0668.png,data/FUSeg/train/labels/0668.png,1,199,184,243,229
fus_00000413,train,data/FUSeg/train/images/0669.png,data/FUSeg/train/labels/0669.png,1,143,159,307,237
fus_00000414,train,data/FUSeg/train/images/0670.png,data/FUSeg/train/labels/0670.png,1,106,215,245,278
fus_00000415,train,data/FUSeg/train/images/0671.png,data/FUSeg/train/labels/0671.png,1,160,232,225,346
fus_00000416,train,data/FUSeg/train/images/0672.png,data/FUSeg/train/labels/0672.png,1,164,202,210,373
fus_00000417,train,data/FUSeg/train/images/0673.png,data/FUSeg/train/labels/0673.png,1,181,45,301,254
fus_00000418,train,data/FUSeg/train/images/0675.png,data/FUSeg/train/labels/0675.png,1,89,106,244,224
fus_00000419,train,data/FUSeg/train/images/0676.png,data/FUSeg/train/labels/0676.png,1,186,204,277,240
fus_00000420,train,data/FUSeg/train/images/0677.png,data/FUSeg/train/labels/0677.png,1,152,198,173,229
fus_00000421,train,data/FUSeg/train/images/0678.png,data/FUSeg/train/labels/0678.png,1,135,213,235,302
fus_00000422,train,data/FUSeg/train/images/0681.png,data/FUSeg/train/labels/0681.png,1,88,154,237,234
fus_00000423,train,data/FUSeg/train/images/0684.png,data/FUSeg/train/labels/0684.png,1,169,246,178,259
fus_00000424,train,data/FUSeg/train/images/0687.png,data/FUSeg/train/labels/0687.png,1,123,138,359,293
fus_00000425,train,data/FUSeg/train/images/0688.png,data/FUSeg/train/labels/0688.png,1,141,221,230,282
fus_00000426,train,data/FUSeg/train/images/0690.png,data/FUSeg/train/labels/0690.png,1,156,319,260,388
fus_00000427,train,data/FUSeg/train/images/0693.png,data/FUSeg/train/labels/0693.png,1,172,234,201,260
fus_00000428,train,data/FUSeg/train/images/0694.png,data/FUSeg/train/labels/0694.png,1,276,77,374,213
fus_00000429,train,data/FUSeg/train/images/0695.png,data/FUSeg/train/labels/0695.png,1,153,223,195,256
fus_00000430,train,data/FUSeg/train/images/0696.png,data/FUSeg/train/labels/0696.png,1,146,238,172,262
fus_00000431,train,data/FUSeg/train/images/0697.png,data/FUSeg/train/labels/0697.png,1,114,305,153,325
fus_00000432,train,data/FUSeg/train/images/0699.png,data/FUSeg/train/labels/0699.png,1,129,207,172,253
fus_00000433,train,data/FUSeg/train/images/0700.png,data/FUSeg/train/labels/0700.png,1,211,215,237,241
fus_00000434,train,data/FUSeg/train/images/0701.png,data/FUSeg/train/labels/0701.png,0,0,0,0,0
fus_00000435,train,data/FUSeg/train/images/0703.png,data/FUSeg/train/labels/0703.png,1,155,239,171,255
fus_00000436,train,data/FUSeg/train/images/0704.png,data/FUSeg/train/labels/0704.png,1,144,149,332,338
fus_00000437,train,data/FUSeg/train/images/0708.png,data/FUSeg/train/labels/0708.png,1,215,243,238,268
fus_00000438,train,data/FUSeg/train/images/0709.png,data/FUSeg/train/labels/0709.png,1,180,253,199,277
fus_00000439,train,data/FUSeg/train/images/0710.png,data/FUSeg/train/labels/0710.png,1,82,158,295,278
fus_00000440,train,data/FUSeg/train/images/0713.png,data/FUSeg/train/labels/0713.png,1,175,226,212,261
fus_00000441,train,data/FUSeg/train/images/0714.png,data/FUSeg/train/labels/0714.png,1,183,216,276,267
fus_00000442,train,data/FUSeg/train/images/0716.png,data/FUSeg/train/labels/0716.png,1,71,197,261,286
fus_00000443,train,data/FUSeg/train/images/0719.png,data/FUSeg/train/labels/0719.png,1,190,363,242,406
fus_00000444,train,data/FUSeg/train/images/0720.png,data/FUSeg/train/labels/0720.png,1,159,187,244,241
fus_00000445,train,data/FUSeg/train/images/0722.png,data/FUSeg/train/labels/0722.png,1,99,76,310,306
fus_00000446,train,data/FUSeg/train/images/0723.png,data/FUSeg/train/labels/0723.png,1,169,234,207,265
fus_00000447,train,data/FUSeg/train/images/0724.png,data/FUSeg/train/labels/0724.png,1,143,210,182,258
fus_00000448,train,data/FUSeg/train/images/0726.png,data/FUSeg/train/labels/0726.png,1,140,180,198,290
fus_00000449,train,data/FUSeg/train/images/0727.png,data/FUSeg/train/labels/0727.png,1,70,171,255,262
fus_00000450,train,data/FUSeg/train/images/0731.png,data/FUSeg/train/labels/0731.png,1,263,16,400,301
fus_00000451,train,data/FUSeg/train/images/0732.png,data/FUSeg/train/labels/0732.png,1,167,223,242,266
fus_00000452,train,data/FUSeg/train/images/0733.png,data/FUSeg/train/labels/0733.png,1,204,288,256,361
fus_00000453,train,data/FUSeg/train/images/0734.png,data/FUSeg/train/labels/0734.png,1,205,82,315,328
fus_00000454,train,data/FUSeg/train/images/0735.png,data/FUSeg/train/labels/0735.png,1,180,134,195,152
fus_00000455,train,data/FUSeg/train/images/0736.png,data/FUSeg/train/labels/0736.png,0,0,0,0,0
fus_00000456,train,data/FUSeg/train/images/0737.png,data/FUSeg/train/labels/0737.png,1,153,243,212,326
fus_00000457,train,data/FUSeg/train/images/0739.png,data/FUSeg/train/labels/0739.png,1,159,214,282,258
fus_00000458,train,data/FUSeg/train/images/0741.png,data/FUSeg/train/labels/0741.png,1,174,253,218,284
fus_00000459,train,data/FUSeg/train/images/0742.png,data/FUSeg/train/labels/0742.png,1,131,245,162,267
fus_00000460,train,data/FUSeg/train/images/0743.png,data/FUSeg/train/labels/0743.png,1,184,161,274,224
fus_00000461,train,data/FUSeg/train/images/0744.png,data/FUSeg/train/labels/0744.png,1,157,209,221,238
fus_00000462,train,data/FUSeg/train/images/0746.png,data/FUSeg/train/labels/0746.png,1,161,114,234,260
fus_00000463,train,data/FUSeg/train/images/0749.png,data/FUSeg/train/labels/0749.png,1,72,219,344,339
fus_00000464,train,data/FUSeg/train/images/0750.png,data/FUSeg/train/labels/0750.png,1,76,202,123,275
fus_00000465,train,data/FUSeg/train/images/0751.png,data/FUSeg/train/labels/0751.png,1,128,165,228,400
fus_00000466,train,data/FUSeg/train/images/0752.png,data/FUSeg/train/labels/0752.png,1,208,282,274,374
fus_00000467,train,data/FUSeg/train/images/0755.png,data/FUSeg/train/labels/0755.png,1,164,231,210,262
fus_00000468,train,data/FUSeg/train/images/0756.png,data/FUSeg/train/labels/0756.png,1,208,229,219,242
fus_00000469,train,data/FUSeg/train/images/0758.png,data/FUSeg/train/labels/0758.png,1,293,220,333,265
fus_00000470,train,data/FUSeg/train/images/0759.png,data/FUSeg/train/labels/0759.png,1,73,165,222,277
fus_00000471,train,data/FUSeg/train/images/0760.png,data/FUSeg/train/labels/0760.png,1,181,143,231,218
fus_00000472,train,data/FUSeg/train/images/0762.png,data/FUSeg/train/labels/0762.png,1,107,178,301,282
fus_00000473,train,data/FUSeg/train/images/0764.png,data/FUSeg/train/labels/0764.png,1,147,221,223,279
fus_00000474,train,data/FUSeg/train/images/0766.png,data/FUSeg/train/labels/0766.png,1,171,240,213,301
fus_00000475,train,data/FUSeg/train/images/0767.png,data/FUSeg/train/labels/0767.png,1,162,186,226,326
fus_00000476,train,data/FUSeg/train/images/0769.png,data/FUSeg/train/labels/0769.png,1,162,298,189,349
fus_00000477,train,data/FUSeg/train/images/0771.png,data/FUSeg/train/labels/0771.png,1,72,201,240,298
fus_00000478,train,data/FUSeg/train/images/0772.png,data/FUSeg/train/labels/0772.png,1,193,204,298,331
fus_00000479,train,data/FUSeg/train/images/0773.png,data/FUSeg/train/labels/0773.png,1,149,167,238,305
fus_00000480,train,data/FUSeg/train/images/0774.png,data/FUSeg/train/labels/0774.png,1,120,124,318,332
fus_00000481,train,data/FUSeg/train/images/0776.png,data/FUSeg/train/labels/0776.png,1,162,219,229,270
fus_00000482,train,data/FUSeg/train/images/0777.png,data/FUSeg/train/labels/0777.png,1,86,136,180,264
fus_00000483,train,data/FUSeg/train/images/0778.png,data/FUSeg/train/labels/0778.png,0,0,0,0,0
fus_00000484,train,data/FUSeg/train/images/0779.png,data/FUSeg/train/labels/0779.png,1,140,216,187,295
fus_00000485,train,data/FUSeg/train/images/0780.png,data/FUSeg/train/labels/0780.png,1,215,313,255,370
fus_00000486,train,data/FUSeg/train/images/0782.png,data/FUSeg/train/labels/0782.png,1,196,289,217,337
fus_00000487,train,data/FUSeg/train/images/0783.png,data/FUSeg/train/labels/0783.png,1,181,238,205,256
fus_00000488,train,data/FUSeg/train/images/0784.png,data/FUSeg/train/labels/0784.png,1,186,199,220,238
fus_00000489,train,data/FUSeg/train/images/0785.png,data/FUSeg/train/labels/0785.png,1,168,295,260,375
fus_00000490,train,data/FUSeg/train/images/0787.png,data/FUSeg/train/labels/0787.png,1,87,171,117,234
fus_00000491,train,data/FUSeg/train/images/0788.png,data/FUSeg/train/labels/0788.png,1,167,240,192,262
fus_00000492,train,data/FUSeg/train/images/0789.png,data/FUSeg/train/labels/0789.png,1,295,177,315,197
fus_00000493,train,data/FUSeg/train/images/0790.png,data/FUSeg/train/labels/0790.png,1,119,323,159,355
fus_00000494,train,data/FUSeg/train/images/0791.png,data/FUSeg/train/labels/0791.png,1,155,174,235,281
fus_00000495,train,data/FUSeg/train/images/0792.png,data/FUSeg/train/labels/0792.png,1,123,162,256,347
fus_00000496,train,data/FUSeg/train/images/0794.png,data/FUSeg/train/labels/0794.png,1,197,215,241,268
fus_00000497,train,data/FUSeg/train/images/0799.png,data/FUSeg/train/labels/0799.png,1,217,265,235,283
fus_00000498,train,data/FUSeg/train/images/0800.png,data/FUSeg/train/labels/0800.png,1,134,250,148,264
fus_00000499,train,data/FUSeg/train/images/0801.png,data/FUSeg/train/labels/0801.png,1,155,241,208,327
fus_00000500,train,data/FUSeg/train/images/0803.png,data/FUSeg/train/labels/0803.png,1,106,279,183,336
fus_00000501,train,data/FUSeg/train/images/0804.png,data/FUSeg/train/labels/0804.png,1,165,184,220,271
fus_00000502,train,data/FUSeg/train/images/0805.png,data/FUSeg/train/labels/0805.png,1,154,250,201,278
fus_00000503,train,data/FUSeg/train/images/0810.png,data/FUSeg/train/labels/0810.png,1,196,263,213,278
fus_00000504,train,data/FUSeg/train/images/0811.png,data/FUSeg/train/labels/0811.png,1,160,292,201,351
fus_00000505,train,data/FUSeg/train/images/0815.png,data/FUSeg/train/labels/0815.png,1,190,280,206,294
fus_00000506,train,data/FUSeg/train/images/0817.png,data/FUSeg/train/labels/0817.png,1,186,243,272,296
fus_00000507,train,data/FUSeg/train/images/0819.png,data/FUSeg/train/labels/0819.png,1,42,196,279,321
fus_00000508,train,data/FUSeg/train/images/0821.png,data/FUSeg/train/labels/0821.png,1,88,95,160,211
fus_00000509,train,data/FUSeg/train/images/0822.png,data/FUSeg/train/labels/0822.png,1,238,281,288,321
fus_00000510,train,data/FUSeg/train/images/0823.png,data/FUSeg/train/labels/0823.png,1,161,256,232,320
fus_00000511,train,data/FUSeg/train/images/0826.png,data/FUSeg/train/labels/0826.png,1,129,151,278,359
fus_00000512,train,data/FUSeg/train/images/0828.png,data/FUSeg/train/labels/0828.png,1,132,221,178,273
fus_00000513,train,data/FUSeg/train/images/0829.png,data/FUSeg/train/labels/0829.png,1,101,124,121,247
fus_00000514,train,data/FUSeg/train/images/0836.png,data/FUSeg/train/labels/0836.png,1,179,235,216,274
fus_00000515,train,data/FUSeg/train/images/0838.png,data/FUSeg/train/labels/0838.png,1,101,240,202,433
