sample_id,dataset,split,task,image_path,mask_path,class_name,orig_class_folder,is_labeled
fus_00000582,FUSeg,train,seg,data/FUSeg/train/images/0952.png,data/FUSeg/train/labels/0952.png,,,1
fus_00000583,FUSeg,train,seg,data/FUSeg/train/images/0953.png,data/FUSeg/train/labels/0953.png,,,1
fus_00000584,FUSeg,train,seg,data/FUSeg/train/images/0956.png,data/FUSeg/train/labels/0956.png,,,1
fus_00000585,FUSeg,train,seg,data/FUSeg/train/images/0957.png,data/FUSeg/train/labels/0957.png,,,1
fus_00000586,FUSeg,train,seg,data/FUSeg/train/images/0959.png,data/FUSeg/train/labels/0959.png,,,1
fus_00000587,FUSeg,train,seg,data/FUSeg/train/images/0965.png,data/FUSeg/train/labels/0965.png,,,1
fus_00000588,FUSeg,train,seg,data/FUSeg/train/images/0967.png,data/FUSeg/train/labels/0967.png,,,1
fus_00000589,FUSeg,train,seg,data/FUSeg/train/images/0969.png,data/FUSeg/train/labels/0969.png,,,1
fus_00000590,FUSeg,train,seg,data/FUSeg/train/images/0970.png,data/FUSeg/train/labels/0970.png,,,1
fus_00000591,FUSeg,train,seg,data/FUSeg/train/images/0972.png,data/FUSeg/train/labels/0972.png,,,1
fus_00000592,FUSeg,train,seg,data/FUSeg/train/images/0975.png,data/FUSeg/train/labels/0975.png,,,1
fus_00000593,FUSeg,train,seg,data/FUSeg/train/images/0977.png,data/FUSeg/train/labels/0977.png,,,1
fus_00000594,FUSeg,train,seg,data/FUSeg/train/images/0981.png,data/FUSeg/train/labels/0981.png,,,1
fus_00000595,FUSeg,train,seg,data/FUSeg/train/images/0984.png,data/FUSeg/train/labels/0984.png,,,1
fus_00000596,FUSeg,train,seg,data/FUSeg/train/images/0986.png,data/FUSeg/train/labels/0986.png,,,1
fus_00000597,FUSeg,train,seg,data/FUSeg/train/images/0987.png,data/FUSeg/train/labels/0987.png,,,1
fus_00000598,FUSeg,train,seg,data/FUSeg/train/images/0989.png,data/FUSeg/train/labels/0989.png,,,1
fus_00000599,FUSeg,train,seg,data/FUSeg/train/images/0990.png,data/FUSeg/train/labels/0990.png,,,1
fus_00000600,FUSeg,train,seg,data/FUSeg/train/images/0991.png,data/FUSeg/train/labels/0991.png,,,1
fus_00000601,FUSeg,train,seg,data/FUSeg/train/images/0994.png,data/FUSeg/train/labels/0994.png,,,1
fus_00000602,FUSeg,train,seg,data/FUSeg/train/images/0995.png,data/FUSeg/train/labels/0995.png,,,1
fus_00000603,FUSeg,train,seg,data/FUSeg/train/images/0997.png,data/FUSeg/train/labels/0997.png,,,1
fus_00000604,FUSeg,train,seg,data/FUSeg/train/images/0998.png,data/FUSeg/train/labels/0998.png,,,1
fus_00000605,FUSeg,train,seg,data/FUSeg/train/images/1002.png,data/FUSeg/train/labels/1002.png,,,1
fus_00000606,FUSeg,train,seg,data/FUSeg/train/images/1005.png,data/FUSeg/train/labels/1005.png,,,1
fus_00000607,FUSeg,train,seg,data/FUSeg/train/images/1006.png,data/FUSeg/train/labels/1006.png,,,1
fus_00000608,FUSeg,train,seg,data/FUSeg/train/images/1007.png,data/FUSeg/train/labels/1007.png,,,1
fus_00000609,FUSeg,train,seg,data/FUSeg/train/images/1010.png,data/FUSeg/train/labels/1010.png,,,1
fus_00000610,FUSeg,val,seg,data/FUSeg/val/images/0001.png,data/FUSeg/val/labels/0001.png,,,1
fus_00000611,FUSeg,val,seg,data/FUSeg/val/images/0002.png,data/FUSeg/val/labels/0002.png,,,1
fus_00000612,FUSeg,val,seg,data/FUSeg/val/images/0003.png,data/FUSeg/val/labels/0003.png,,,1
fus_00000613,FUSeg,val,seg,data/FUSeg/val/images/0004.png,data/FUSeg/val/labels/0004.png,,,1
fus_00000614,FUSeg,val,seg,data/FUSeg/val/images/0005.png,data/FUSeg/val/labels/0005.png,,,1
fus_00000615,FUSeg,val,seg,data/FUSeg/val/images/0006.png,data/FUSeg/val/labels/0006.png,,,1
fus_00000616,FUSeg,val,seg,data/FUSeg/val/images/0007.png,data/FUSeg/val/labels/0007.png,,,1
fus_00000617,FUSeg,val,seg,data/FUSeg/val/images/0008.png,data/FUSeg/val/labels/0008.png,,,1
fus_00000618,FUSeg,val,seg,data/FUSeg/val/images/0009.png,data/FUSeg/val/labels/0009.png,,,1
fus_00000619,FUSeg,val,seg,data/FUSeg/val/images/0010.png,data/FUSeg/val/labels/0010.png,,,1
fus_00000620,FUSeg,val,seg,data/FUSeg/val/images/0011.png,data/FUSeg/val/labels/0011.png,,,1
fus_00000621,FUSeg,val,seg,data/FUSeg/val/images/0014.png,data/FUSeg/val/labels/0014.png,,,1
fus_00000622,FUSeg,val,seg,data/FUSeg/val/images/0017.png,data/FUSeg/val/labels/0017.png,,,1
fus_00000623,FUSeg,val,seg,data/FUSeg/val/images/0022.png,data/FUSeg/val/labels/0022.png,,,1
fus_00000624,FUSeg,val,seg,data/FUSeg/val/images/0025.png,data/FUSeg/val/labels/0025.png,,,1
fus_00000625,FUSeg,val,seg,data/FUSeg/val/images/0030.png,data/FUSeg/val/labels/0030.png,,,1
fus_00000626,FUSeg,val,seg,data/FUSeg/val/images/0032.png,data/FUSeg/val/labels/0032.png,,,1
fus_00000627,FUSeg,val,seg,data/FUSeg/val/images/0033.png,data/FUSeg/val/labels/0033.png,,,1
fus_00000628,FUSeg,val,seg,data/FUSeg/val/images/0039.png,data/FUSeg/val/labels/0039.png,,,1
fus_00000629,FUSeg,val,seg,data/FUSeg/val/images/0041.png,data/FUSeg/val/labels/0041.png,,,1
fus_00000630,FUSeg,val,seg,data/FUSeg/val/images/0044.png,data/FUSeg/val/labels/0044.png,,,1
fus_00000631,FUSeg,val,seg,data/FUSeg/val/images/0046.png,data/FUSeg/val/labels/0046.png,,,1
fus_00000632,FUSeg,val,seg,data/FUSeg/val/images/0047.png,data/FUSeg/val/labels/0047.png,,,1
fus_00000633,FUSeg,val,seg,data/FUSeg/val/images/0048.png,data/FUSeg/val/labels/0048.png,,,1
fus_00000634,FUSeg,val,seg,data/FUSeg/val/images/0057.png,data/FUSeg/val/labels/0057.png,,,1
fus_00000635,FUSeg,val,seg,data/FUSeg/val/images/0058.png,data/FUSeg/val/labels/0058.png,,,1
fus_00000636,FUSeg,val,seg,data/FUSeg/val/images/0062.png,data/FUSeg/val/labels/0062.png,,,1
fus_00000637,FUSeg,val,seg,data/FUSeg/val/images/0063.png,data/FUSeg/val/labels/0063.png,,,1
fus_00000638,FUSeg,val,seg,data/FUSeg/val/images/0065.png,data/FUSeg/val/labels/0065.png,,,1
fus_00000639,FUSeg,val,seg,data/FUSeg/val/images/0067.png,data/FUSeg/val/labels/0067.png,,,1
fus_00000640,FUSeg,val,seg,data/FUSeg/val/images/0068.png,data/FUSeg/val/labels/0068.png,,,1
fus_00000641,FUSeg,val,seg,data/FUSeg/val/images/0077.png,data/FUSeg/val/labels/0077.png,,,1
fus_00000642,FUSeg,val,seg,data/FUSeg/val/images/0078.png,data/FUSeg/val/labels/0078.png,,,1
fus_00000643,FUSeg,val,seg,data/FUSeg/val/images/0079.png,data/FUSeg/val/labels/0079.png,,,1
fus_00000644,FUSeg,val,seg,data/FUSeg/val/images/0081.png,data/FUSeg/val/labels/0081.png,,,1
fus_00000645,FUSeg,val,seg,data/FUSeg/val/images/0082.png,data/FUSeg/val/labels/0082.png,,,1
fus_00000646,FUSeg,val,seg,data/FUSeg/val/images/0085.png,data/FUSeg/val/labels/0085.png,,,1
fus_00000647,FUSeg,val,seg,data/FUSeg/val/images/0089.png,data/FUSeg/val/labels/0089.png,,,1
fus_00000648,FUSeg,val,seg,data/FUSeg/val/images/0090.png,data/FUSeg/val/labels/0090.png,,,1
fus_00000649,FUSeg,val,seg,data/FUSeg/val/images/0092.png,data/FUSeg/val/labels/0092.png,,,1
fus_00000650,FUSeg,val,seg,data/FUSeg/val/images/0095.png,data/FUSeg/val/labels/0095.png,,,1
fus_00000651,FUSeg,val,seg,data/FUSeg/val/images/0096.png,data/FUSeg/val/labels/0096.png,,,1
fus_00000652,FUSeg,val,seg,data/FUSeg/val/images/0097.png,data/FUSeg/val/labels/0097.png,,,1
fus_00000653,FUSeg,val,seg,data/FUSeg/val/images/0099.png,data/FUSeg/val/labels/0099.png,,,1
fus_00000654,FUSeg,val,seg,data/FUSeg/val/images/0106.png,data/FUSeg/val/labels/0106.png,,,1
fus_00000655,FUSeg,val,seg,data/FUSeg/val/images/0107.png,data/FUSeg/val/labels/0107.png,,,1
fus_00000656,FUSeg,val,seg,data/FUSeg/val/images/0108.png,data/FUSeg/val/labels/0108.png,,,1
fus_00000657,FUSeg,val,seg,data/FUSeg/val/images/0109.png,data/FUSeg/val/labels/0109.png,,,1
fus_00000658,FUSeg,val,seg,data/FUSeg/val/images/0115.png,data/FUSeg/val/labels/0115.png,,,1
fus_00000659,FUSeg,val,seg,data/FUSeg/val/images/0117.png,data/FUSeg/val/labels/0117.png,,,1
fus_00000660,FUSeg,val,seg,data/FUSeg/val/images/0121.png,data/FUSeg/val/labels/0121.png,,,1
fus_00000661,FUSeg,val,seg,data/FUSeg/val/images/0122.png,data/FUSeg/val/labels/0122.png,,,1
fus_00000662,FUSeg,val,seg,data/FUSeg/val/images/0123.png,data/FUSeg/val/labels/0123.png,,,1
fus_00000663,FUSeg,val,seg,data/FUSeg/val/images/0124.png,data/FUSeg/val/labels/0124.png,,,1
fus_00000664,FUSeg,val,seg,data/FUSeg/val/images/0125.png,data/FUSeg/val/labels/0125.png,,,1
fus_00000665,FUSeg,val,seg,data/FUSeg/val/images/0126.png,data/FUSeg/val/labels/0126.png,,,1
fus_00000666,FUSeg,val,seg,data/FUSeg/val/images/0128.png,data/FUSeg/val/labels/0128.png,,,1
fus_00000667,FUSeg,val,seg,data/FUSeg/val/images/0131.png,data/FUSeg/val/labels/0131.png,,,1
fus_00000668,FUSeg,val,seg,data/FUSeg/val/images/0133.png,data/FUSeg/val/labels/0133.png,,,1
fus_00000669,FUSeg,val,seg,data/FUSeg/val/images/0134.png,data/FUSeg/val/labels/0134.png,,,1
fus_00000670,FUSeg,val,seg,data/FUSeg/val/images/0136.png,data/FUSeg/val/labels/0136.png,,,1
fus_00000671,FUSeg,val,seg,data/FUSeg/val/images/0138.png,data/FUSeg/val/labels/0138.png,,,1
fus_00000672,FUSeg,val,seg,data/FUSeg/val/images/0139.png,data/FUSeg/val/labels/0139.png,,,1
fus_00000673,FUSeg,val,seg,data/FUSeg/val/images/0143.png,data/FUSeg/val/labels/0143.png,,,1
fus_00000674,FUSeg,val,seg,data/FUSeg/val/images/0144.png,data/FUSeg/val/labels/0144.png,,,1
fus_00000675,FUSeg,val,seg,data/FUSeg/val/images/0146.png,data/FUSeg/val/labels/0146.png,,,1
fus_00000676,FUSeg,val,seg,data/FUSeg/val/images/0149.png,data/FUSeg/val/labels/0149.png,,,1
fus_00000677,FUSeg,val,seg,data/FUSeg/val/images/0151.png,data/FUSeg/val/labels/0151.png,,,1
fus_00000678,FUSeg,val,seg,data/FUSeg/val/images/0154.png,data/FUSeg/val/labels/0154.png,,,1
fus_00000679,FUSeg,val,seg,data/FUSeg/val/images/0164.png,data/FUSeg/val/labels/0164.png,,,1
fus_00000680,FUSeg,val,seg,data/FUSeg/val/images/0165.png,data/FUSeg/val/labels/0165.png,,,1
fus_00000681,FUSeg,val,seg,data/FUSeg/val/images/0166.png,data/FUSeg/val/labels/0166.png,,,1
fus_00000682,FUSeg,val,seg,data/FUSeg/val/images/0169.png,data/FUSeg/val/labels/0169.png,,,1
fus_00000683,FUSeg,val,seg,data/FUSeg/val/images/0177.png,data/FUSeg/val/labels/0177.png,,,1
fus_00000684,FUSeg,val,seg,data/FUSeg/val/images/0180.png,data/FUSeg/val/labels/0180.png,,,1
fus_00000685,FUSeg,val,seg,data/FUSeg/val/images/0181.png,data/FUSeg/val/labels/0181.png,,,1
fus_00000686,FUSeg,val,seg,data/FUSeg/val/images/0182.png,data/FUSeg/val/labels/0182.png,,,1
fus_00000687,FUSeg,val,seg,data/FUSeg/val/images/0186.png,data/FUSeg/val/labels/0186.png,,,1
fus_00000688,FUSeg,val,seg,data/FUSeg/val/images/0190.png,data/FUSeg/val/labels/0190.png,,,1
fus_00000689,FUSeg,val,seg,data/FUSeg/val/images/0192.png,data/FUSeg/val/labels/0192.png,,,1
fus_00000690,FUSeg,val,seg,data/FUSeg/val/images/0198.png,data/FUSeg/val/labels/0198.png,,,1
fus_00000691,FUSeg,val,seg,data/FUSeg/val/images/0201.png,data/FUSeg/val/labels/0201.png,,,1
fus_00000692,FUSeg,val,seg,data/FUSeg/val/images/0202.png,data/FUSeg/val/labels/0202.png,,,1
fus_00000693,FUSeg,val,seg,data/FUSeg/val/images/0203.png,data/FUSeg/val/labels/0203.png,,,1
fus_00000694,FUSeg,val,seg,data/FUSeg/val/images/0205.png,data/FUSeg/val/labels/0205.png,,,1
fus_00000695,FUSeg,val,seg,data/FUSeg/val/images/0207.png,data/FUSeg/val/labels/0207.png,,,1
fus_00000696,FUSeg,val,seg,data/FUSeg/val/images/0208.png,data/FUSeg/val/labels/0208.png,,,1
fus_00000697,FUSeg,val,seg,data/FUSeg/val/images/0210.png,data/FUSeg/val/labels/0210.png,,,1
fus_00000698,FUSeg,val,seg,data/FUSeg/val/images/0211.png,data/FUSeg/val/labels/0211.png,,,1
fus_00000699,FUSeg,val,seg,data/FUSeg/val/images/0212.png,data/FUSeg/val/labels/0212.png,,,1
fus_00000700,FUSeg,val,seg,data/FUSeg/val/images/0213.png,data/FUSeg/val/labels/0213.png,,,1
fus_00000701,FUSeg,val,seg,data/FUSeg/val/images/0214.png,data/FUSeg/val/labels/0214.png,,,1
fus_00000702,FUSeg,val,seg,data/FUSeg/val/images/0217.png,data/FUSeg/val/labels/0217.png,,,1
fus_00000703,FUSeg,val,seg,data/FUSeg/val/images/0223.png,data/FUSeg/val/labels/0223.png,,,1
fus_00000704,FUSeg,val,seg,data/FUSeg/val/images/0230.png,data/FUSeg/val/labels/0230.png,,,1
fus_00000705,FUSeg,val,seg,data/FUSeg/val/images/0233.png,data/FUSeg/val/labels/0233.png,,,1
fus_00000706,FUSeg,val,seg,data/FUSeg/val/images/0235.png,data/FUSeg/val/labels/0235.png,,,1
fus_00000707,FUSeg,val,seg,data/FUSeg/val/images/0245.png,data/FUSeg/val/labels/0245.png,,,1
fus_00000708,FUSeg,val,seg,data/FUSeg/val/images/0247.png,data/FUSeg/val/labels/0247.png,,,1
fus_00000709,FUSeg,val,seg,data/FUSeg/val/images/0251.png,data/FUSeg/val/labels/0251.png,,,1
fus_00000710,FUSeg,val,seg,data/FUSeg/val/images/0255.png,data/FUSeg/val/labels/0255.png,,,1
fus_00000711,FUSeg,val,seg,data/FUSeg/val/images/0256.png,data/FUSeg/val/labels/0256.png,,,1
fus_00000712,FUSeg,val,seg,data/FUSeg/val/images/0259.png,data/FUSeg/val/labels/0259.png,,,1
fus_00000713,FUSeg,val,seg,data/FUSeg/val/images/0262.png,data/FUSeg/val/labels/0262.png,,,1
fus_00000714,FUSeg,val,seg,data/FUSeg/val/images/0269.png,data/FUSeg/val/labels/0269.png,,,1
fus_00000715,FUSeg,val,seg,data/FUSeg/val/images/0271.png,data/FUSeg/val/labels/0271.png,,,1
fus_00000716,FUSeg,val,seg,data/FUSeg/val/images/0272.png,data/FUSeg/val/labels/0272.png,,,1
fus_00000717,FUSeg,val,seg,data/FUSeg/val/images/0275.png,data/FUSeg/val/labels/0275.png,,,1
fus_00000718,FUSeg,val,seg,data/FUSeg/val/images/0276.png,data/FUSeg/val/labels/0276.png,,,1
fus_00000719,FUSeg,val,seg,data/FUSeg/val/images/0278.png,data/FUSeg/val/labels/0278.png,,,1
fus_00000720,FUSeg,val,seg,data/FUSeg/val/images/0280.png,data/FUSeg/val/labels/0280.png,,,1
fus_00000721,FUSeg,val,seg,data/FUSeg/val/images/0281.png,data/FUSeg/val/labels/0281.png,,,1
fus_00000722,FUSeg,val,seg,data/FUSeg/val/images/0282.png,data/FUSeg/val/labels/0282.png,,,1
fus_00000723,FUSeg,val,seg,data/FUSeg/val/images/0284.png,data/FUSeg/val/labels/0284.png,,,1
fus_00000724,FUSeg,val,seg,data/FUSeg/val/images/0286.png,data/FUSeg/val/labels/0286.png,,,1
fus_00000725,FUSeg,val,seg,data/FUSeg/val/images/0289.png,data/FUSeg/val/labels/0289.png,,,1
fus_00000726,FUSeg,val,seg,data/FUSeg/val/images/0291.png,data/FUSeg/val/labels/0291.png,,,1
fus_00000727,FUSeg,val,seg,data/FUSeg/val/images/0293.png,data/FUSeg/val/labels/0293.png,,,1
fus_00000728,FUSeg,val,seg,data/FUSeg/val/images/0294.png,data/FUSeg/val/labels/0294.png,,,1
fus_00000729,FUSeg,val,seg,data/FUSeg/val/images/0298.png,data/FUSeg/val/labels/0298.png,,,1
fus_00000730,FUSeg,val,seg,data/FUSeg/val/images/0300.png,data/FUSeg/val/labels/0300.png,,,1
fus_00000731,FUSeg,val,seg,data/FUSeg/val/images/0301.png,data/FUSeg/val/labels/0301.png,,,1
fus_00000732,FUSeg,val,seg,data/FUSeg/val/images/0303.png,data/FUSeg/val/labels/0303.png,,,1
fus_00000733,FUSeg,val,seg,data/FUSeg/val/images/0308.png,data/FUSeg/val/labels/0308.png,,,1
fus_00000734,FUSeg,val,seg,data/FUSeg/val/images/0309.png,data/FUSeg/val/labels/0309.png,,,1
fus_00000735,FUSeg,val,seg,data/FUSeg/val/images/0313.png,data/FUSeg/val/labels/0313.png,,,1
fus_00000736,FUSeg,val,seg,data/FUSeg/val/images/0315.png,data/FUSeg/val/labels/0315.png,,,1
fus_00000737,FUSeg,val,seg,data/FUSeg/val/images/0320.png,data/FUSeg/val/labels/0320.png,,,1
fus_00000738,FUSeg,val,seg,data/FUSeg/val/images/0322.png,data/FUSeg/val/labels/0322.png,,,1
fus_00000739,FUSeg,val,seg,data/FUSeg/val/images/0326.png,data/FUSeg/val/labels/0326.png,,,1
fus_00000740,FUSeg,val,seg,data/FUSeg/val/images/0334.png,data/FUSeg/val/labels/0334.png,,,1
fus_00000741,FUSeg,val,seg,data/FUSeg/val/images/0335.png,data/FUSeg/val/labels/0335.png,,,1
fus_00000742,FUSeg,val,seg,data/FUSeg/val/images/0336.png,data/FUSeg/val/labels/0336.png,,,1
fus_00000743,FUSeg,val,seg,data/FUSeg/val/images/0337.png,data/FUSeg/val/labels/0337.png,,,1
fus_00000744,FUSeg,val,seg,data/FUSeg/val/images/0338.png,data/FUSeg/val/labels/0338.png,,,1
fus_00000745,FUSeg,val,seg,data/FUSeg/val/images/0339.png,data/FUSeg/val/labels/0339.png,,,1
fus_00000746,FUSeg,val,seg,data/FUSeg/val/images/0341.png,data/FUSeg/val/labels/0341.png,,,1
fus_00000747,FUSeg,val,seg,data/FUSeg/val/images/0342.png,data/FUSeg/val/labels/0342.png,,,1
fus_00000748,FUSeg,val,seg,data/FUSeg/val/images/0343.png,data/FUSeg/val/labels/0343.png,,,1
fus_00000749,FUSeg,val,seg,data/FUSeg/val/images/0345.png,data/FUSeg/val/labels/0345.png,,,1
fus_00000750,FUSeg,val,seg,data/FUSeg/val/images/0349.png,data/FUSeg/val/labels/0349.png,,,1
fus_00000751,FUSeg,val,seg,data/FUSeg/val/images/0351.png,data/FUSeg/val/labels/0351.png,,,1
fus_00000752,FUSeg,val,seg,data/FUSeg/val/images/0354.png,data/FUSeg/val/labels/0354.png,,,1
fus_00000753,FUSeg,val,seg,data/FUSeg/val/images/0355.png,data/FUSeg/val/labels/0355.png,,,1
fus_00000754,FUSeg,val,seg,data/FUSeg/val/images/0356.png,data/FUSeg/val/labels/0356.png,,,1
fus_00000755,FUSeg,val,seg,data/FUSeg/val/images/0363.png,data/FUSeg/val/labels/0363.png,,,1
fus_00000756,FUSeg,val,seg,data/FUSeg/val/images/0365.png,data/FUSeg/val/labels/0365.png,,,1
fus_00000757,FUSeg,val,seg,data/FUSeg/val/images/0369.png,data/FUSeg/val/labels/0369.png,,,1
fus_00000758,FUSeg,val,seg,data/FUSeg/val/images/0371.png,data/FUSeg/val/labels/0371.png,,,1
fus_00000759,FUSeg,val,seg,data/FUSeg/val/images/0375.png,data/FUSeg/val/labels/0375.png,,,1
fus_00000760,FUSeg,val,seg,data/FUSeg/val/images/0376.png,data/FUSeg/val/labels/0376.png,,,1
fus_00000761,FUSeg,val,seg,data/FUSeg/val/images/0377.png,data/FUSeg/val/labels/0377.png,,,1
fus_00000762,FUSeg,val,seg,data/FUSeg/val/images/0382.png,data/FUSeg/val/labels/0382.png,,,1
fus_00000763,FUSeg,val,seg,data/FUSeg/val/images/0383.png,data/FUSeg/val/labels/0383.png,,,1
fus_00000764,FUSeg,val,seg,data/FUSeg/val/images/0390.png,data/FUSeg/val/labels/0390.png,,,1
fus_00000765,FUSeg,val,seg,data/FUSeg/val/images/0393.png,data/FUSeg/val/labels/0393.png,,,1
fus_00000766,FUSeg,val,seg,data/FUSeg/val/images/0398.png,data/FUSeg/val/labels/0398.png,,,1
fus_00000767,FUSeg,val,seg,data/FUSeg/val/images/0402.png,data/FUSeg/val/labels/0402.png,,,1
fus_00000768,FUSeg,val,seg,data/FUSeg/val/images/0403.png,data/FUSeg/val/labels/0403.png,,,1
fus_00000769,FUSeg,val,seg,data/FUSeg/val/images/0405.png,data/FUSeg/val/labels/0405.png,,,1
fus_00000770,FUSeg,val,seg,data/FUSeg/val/images/0407.png,data/FUSeg/val/labels/0407.png,,,1
fus_00000771,FUSeg,val,seg,data/FUSeg/val/images/0412.png,data/FUSeg/val/labels/0412.png,,,1
fus_00000772,FUSeg,val,seg,data/FUSeg/val/images/0414.png,data/FUSeg/val/labels/0414.png,,,1
fus_00000773,FUSeg,val,seg,data/FUSeg/val/images/0415.png,data/FUSeg/val/labels/0415.png,,,1
fus_00000774,FUSeg,val,seg,data/FUSeg/val/images/0416.png,data/FUSeg/val/labels/0416.png,,,1
fus_00000775,FUSeg,val,seg,data/FUSeg/val/images/0417.png,data/FUSeg/val/labels/0417.png,,,1
fus_00000776,FUSeg,val,seg,data/FUSeg/val/images/0429.png,data/FUSeg/val/labels/0429.png,,,1
fus_00000777,FUSeg,val,seg,data/FUSeg/val/images/0430.png,data/FUSeg/val/labels/0430.png,,,1
fus_00000778,FUSeg,val,seg,data/FUSeg/val/images/0434.png,data/FUSeg/val/labels/0434.png,,,1
fus_00000779,FUSeg,val,seg,data/FUSeg/val/images/0437.png,data/FUSeg/val/labels/0437.png,,,1
fus_00000780,FUSeg,val,seg,data/FUSeg/val/images/0438.png,data/FUSeg/val/labels/0438.png,,,1
fus_00000781,FUSeg,val,seg,data/FUSeg/val/images/0439.png,data/FUSeg/val/labels/0439.png,,,1
fus_00000782,FUSeg,val,seg,data/FUSeg/val/images/0441.png,data/FUSeg/val/labels/0441.png,,,1
fus_00000783,FUSeg,val,seg,data/FUSeg/val/images/0447.png,data/FUSeg/val/labels/0447.png,,,1
fus_00000784,FUSeg,val,seg,data/FUSeg/val/images/0450.png,data/FUSeg/val/labels/0450.png,,,1
fus_00000785,FUSeg,val,seg,data/FUSeg/val/images/0451.png,data/FUSeg/val/labels/0451.png,,,1
fus_00000786,FUSeg,val,seg,data/FUSeg/val/images/0455.png,data/FUSeg/val/labels/0455.png,,,1
fus_00000787,FUSeg,val,seg,data/FUSeg/val/images/0456.png,data/FUSeg/val/labels/0456.png,,,1
fus_00000788,FUSeg,val,seg,data/FUSeg/val/images/0460.png,data/FUSeg/val/labels/0460.png,,,1
fus_00000789,FUSeg,val,seg,data/FUSeg/val/images/0463.png,data/FUSeg/val/labels/0463.png,,,1
fus_00000790,FUSeg,val,seg,data/FUSeg/val/images/0464.png,data/FUSeg/val/labels/0464.png,,,1
fus_00000791,FUSeg,val,seg,data/FUSeg/val/images/0466.png,data/FUSeg/val/labels/0466.png,,,1
fus_00000792,FUSeg,val,seg,data/FUSeg/val/images/0467.png,data/FUSeg/val/labels/0467.png,,,1
fus_00000793,FUSeg,val,seg,data/FUSeg/val/images/0470.png,data/FUSeg/val/labels/0470.png,,,1
fus_00000794,FUSeg,val,seg,data/FUSeg/val/images/0474.png,data/FUSeg/val/labels/0474.png,,,1
fus_00000795,FUSeg,val,seg,data/FUSeg/val/images/0475.png,data/FUSeg/val/labels/0475.png,,,1
fus_00000796,FUSeg,val,seg,data/FUSeg/val/images/0478.png,data/FUSeg/val/labels/0478.png,,,1
fus_00000797,FUSeg,val,seg,data/FUSeg/val/images/0483.png,data/FUSeg/val/labels/0483.png,,,1
fus_00000798,FUSeg,val,seg,data/FUSeg/val/images/0484.png,data/FUSeg/val/labels/0484.png,,,1
fus_00000799,FUSeg,val,seg,data/FUSeg/val/images/0485.png,data/FUSeg/val/labels/0485.png,,,1
fus_00000800,FUSeg,val,seg,data/FUSeg/val/images/0486.png,data/FUSeg/val/labels/0486.png,,,1
fus_00000801,FUSeg,val,seg,data/FUSeg/val/images/0487.png,data/FUSeg/val/labels/0487.png,,,1
fus_00000802,FUSeg,val,seg,data/FUSeg/val/images/0488.png,data/FUSeg/val/labels/0488.png,,,1
fus_00000803,FUSeg,val,seg,data/FUSeg/val/images/0492.png,data/FUSeg/val/labels/0492.png,,,1
fus_00000804,FUSeg,val,seg,data/FUSeg/val/images/0494.png,data/FUSeg/val/labels/0494.png,,,1
fus_00000805,FUSeg,val,seg,data/FUSeg/val/images/0496.png,data/FUSeg/val/labels/0496.png,,,1
fus_00000806,FUSeg,val,seg,data/FUSeg/val/images/0503.png,data/FUSeg/val/labels/0503.png,,,1
fus_00000807,FUSeg,val,seg,data/FUSeg/val/images/0504.png,data/FUSeg/val/labels/0504.png,,,1
fus_00000808,FUSeg,val,seg,data/FUSeg/val/images/0507.png,data/FUSeg/val/labels/0507.png,,,1
fus_00000809,FUSeg,val,seg,data/FUSeg/val/images/0510.png,data/FUSeg/val/labels/0510.png,,,1
fus_00000810,FUSeg,val,seg,data/FUSeg/val/images/0511.png,data/FUSeg/val/labels/0511.png,,,1
fus_00000811,FUSeg,val,seg,data/FUSeg/val/images/0513.png,data/FUSeg/val/labels/0513.png,,,1
fus_00000812,FUSeg,val,seg,data/FUSeg/val/images/0516.png,data/FUSeg/val/labels/0516.png,,,1
fus_00000813,FUSeg,val,seg,data/FUSeg/val/images/0517.png,data/FUSeg/val/labels/0517.png,,,1
fus_00000814,FUSeg,val,seg,data/FUSeg/val/images/0525.png,data/FUSeg/val/labels/0525.png,,,1
fus_00000815,FUSeg,val,seg,data/FUSeg/val/images/0528.png,data/FUSeg/val/labels/0528.png,,,1
fus_00000816,FUSeg,val,seg,data/FUSeg/val/images/0533.png,data/FUSeg/val/labels/0533.png,,,1
fus_00000817,FUSeg,val,seg,data/FUSeg/val/images/0537.png,data/FUSeg/val/labels/0537.png,,,1
fus_00000818,FUSeg,val,seg,data/FUSeg/val/images/0540.png,data/FUSeg/val/labels/0540.png,,,1
fus_00000819,FUSeg,val,seg,data/FUSeg/val/images/0541.png,data/FUSeg/val/labels/0541.png,,,1
fus_00000820,FUSeg,val,seg,data/FUSeg/val/images/0543.png,data/FUSeg/val/labels/0543.png,,,1
fus_00000821,FUSeg,val,seg,data/FUSeg/val/images/0545.png,data/FUSeg/val/labels/0545.png,,,1
fus_00000822,FUSeg,val,seg,data/FUSeg/val/images/0548.png,data/FUSeg/val/labels/0548.png,,,1
fus_00000823,FUSeg,val,seg,data/FUSeg/val/images/0549.png,data/FUSeg/val/labels/0549.png,,,1
fus_00000824,FUSeg,val,seg,data/FUSeg/val/images/0551.png,data/FUSeg/val/labels/0551.png,,,1
fus_00000825,FUSeg,val,seg,data/FUSeg/val/images/0557.png,data/FUSeg/val/labels/0557.png,,,1
